id,Dotted Eighth,Dotted Half,Dotted Quarter,Dotted Sixteenth,Eighth,Half,Quarter,Sixteenth,Sixty Fourth,Thirty Second,Tied Quarter-Sixteenth,Tied Quarter-Thirty Second,Triplet,Triplet Sixteenth,Triplet Sixty Fourth,Triplet Thirty Second,Whole
2350,749.0,26.0,0.0,0.0,0.0,118.0,92.0,16.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,63.0
2357,8.0,0.0,15.0,161.0,429.0,20.0,158.0,1083.0,0.0,189.0,6.0,1.0,30.0,283.0,0.0,4.0,0.0
2358,0.0,179.0,0.0,0.0,310.0,0.0,688.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,167.0,27.0,25.0,28.0,1250.0,74.0,455.0,588.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,167.0,27.0,25.0,28.0,1250.0,74.0,455.0,588.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,321.0,147.0,55.0,1065.0,1027.0,163.0,796.0,37.0,16.0,24.0,0.0,0.0,92.0,62.0,0.0,12.0,29.0
2366,96.0,60.0,135.0,679.0,911.0,76.0,508.0,1094.0,399.0,548.0,96.0,0.0,0.0,608.0,57.0,150.0,15.0
2368,1016.0,25.0,24.0,93.0,1529.0,266.0,1135.0,304.0,0.0,0.0,9.0,0.0,36.0,1503.0,0.0,180.0,32.0
2371,0.0,240.0,50.0,0.0,256.0,107.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2372,7.0,4.0,10.0,0.0,46.0,179.0,448.0,347.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,15.0
2373,6.0,0.0,12.0,0.0,574.0,34.0,89.0,893.0,7.0,74.0,1.0,0.0,0.0,9.0,0.0,61.0,0.0
2374,0.0,1.0,95.0,53.0,1355.0,24.0,159.0,250.0,4.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2376,265.0,39.0,179.0,78.0,810.0,89.0,703.0,3129.0,0.0,146.0,0.0,0.0,0.0,829.0,0.0,236.0,5.0
2377,240.0,17.0,42.0,0.0,188.0,288.0,342.0,649.0,87.0,28.0,73.0,0.0,792.0,69.0,0.0,9.0,57.0
2379,238.0,89.0,76.0,226.0,3268.0,110.0,973.0,77.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,86.0
2381,252.0,61.0,66.0,736.0,682.0,194.0,546.0,2466.0,0.0,0.0,12.0,0.0,0.0,261.0,0.0,0.0,12.0
2382,1228.0,33.0,2.0,0.0,146.0,76.0,344.0,76.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,9.0
2383,133.0,2.0,12.0,6.0,263.0,27.0,133.0,738.0,57.0,416.0,12.0,1.0,0.0,1229.0,0.0,543.0,0.0
2384,16.0,0.0,57.0,141.0,834.0,3.0,93.0,832.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2388,97.0,44.0,68.0,1.0,2391.0,310.0,809.0,22.0,0.0,5.0,0.0,1.0,45.0,14.0,1.0,1.0,82.0
2389,16.0,44.0,29.0,3.0,586.0,59.0,294.0,82.0,37.0,337.0,0.0,0.0,0.0,136.0,3.0,62.0,2.0
2390,43.0,0.0,155.0,58.0,3627.0,6.0,142.0,75.0,0.0,3.0,156.0,0.0,14.0,0.0,0.0,0.0,0.0
2391,97.0,44.0,68.0,1.0,2391.0,310.0,809.0,22.0,0.0,5.0,0.0,1.0,45.0,14.0,1.0,1.0,82.0
2392,16.0,44.0,29.0,3.0,586.0,59.0,294.0,82.0,37.0,337.0,0.0,0.0,0.0,136.0,3.0,62.0,2.0
2393,43.0,0.0,155.0,58.0,3629.0,6.0,142.0,75.0,0.0,3.0,156.0,0.0,14.0,0.0,0.0,0.0,0.0
2397,1420.0,150.0,26.0,0.0,5088.0,323.0,220.0,783.0,0.0,5.0,17.0,0.0,61.0,0.0,0.0,0.0,365.0
2398,205.0,4.0,30.0,55.0,897.0,33.0,111.0,2459.0,1184.0,2184.0,27.0,4.0,19.0,1236.0,143.0,1211.0,4.0
2403,32.0,2.0,164.0,1315.0,1289.0,52.0,149.0,822.0,0.0,101.0,9.0,17.0,0.0,1459.0,0.0,26.0,4.0
2404,51.0,13.0,53.0,0.0,338.0,75.0,187.0,1309.0,0.0,683.0,9.0,0.0,4.0,176.0,0.0,1.0,0.0
2405,0.0,24.0,22.0,0.0,216.0,181.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2406,165.0,69.0,296.0,0.0,1221.0,40.0,291.0,1628.0,2.0,66.0,12.0,3.0,0.0,0.0,0.0,0.0,12.0
2410,0.0,4.0,46.0,0.0,758.0,117.0,334.0,807.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2411,0.0,30.0,1.0,0.0,2.0,556.0,825.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,20.0,5.0,3.0,50.0,99.0,8.0,44.0,453.0,67.0,467.0,3.0,0.0,2.0,220.0,0.0,0.0,4.0
2416,232.0,0.0,99.0,67.0,909.0,0.0,71.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,634.0,0.0,38.0,256.0,890.0,162.0,56.0,544.0,0.0,641.0,15.0,1.0,27.0,243.0,0.0,0.0,1.0
2420,158.0,173.0,15.0,324.0,1021.0,296.0,427.0,30.0,0.0,8.0,0.0,0.0,280.0,0.0,0.0,0.0,13.0
2422,5.0,1.0,53.0,0.0,934.0,117.0,859.0,12.0,0.0,0.0,6.0,0.0,106.0,22.0,0.0,0.0,57.0
2423,26.0,5.0,21.0,4.0,172.0,24.0,160.0,588.0,10.0,47.0,4.0,0.0,1.0,285.0,4.0,5.0,0.0
2424,0.0,55.0,0.0,18.0,646.0,94.0,769.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,56.0,2.0,18.0,425.0,432.0,29.0,201.0,446.0,169.0,181.0,13.0,3.0,0.0,1370.0,0.0,0.0,1.0
2432,2337.0,224.0,8.0,0.0,795.0,175.0,414.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2433,24.0,5.0,54.0,0.0,357.0,11.0,150.0,308.0,0.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0
2436,17.0,51.0,42.0,67.0,2240.0,499.0,558.0,3842.0,0.0,11.0,17.0,10.0,1117.0,39.0,0.0,0.0,51.0
2441,182.0,94.0,261.0,0.0,4703.0,503.0,2481.0,11.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,77.0
2442,222.0,36.0,33.0,1.0,615.0,135.0,612.0,179.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
2443,113.0,17.0,193.0,8.0,1713.0,21.0,463.0,1697.0,40.0,150.0,20.0,0.0,78.0,668.0,0.0,7.0,0.0
2444,39.0,28.0,136.0,0.0,1414.0,104.0,619.0,5767.0,3.0,236.0,39.0,0.0,10.0,0.0,9.0,17.0,5.0
2451,50.0,0.0,3.0,35.0,211.0,10.0,16.0,788.0,263.0,317.0,2.0,0.0,0.0,48.0,36.0,137.0,0.0
2462,60.0,0.0,29.0,339.0,638.0,44.0,149.0,762.0,14.0,1203.0,0.0,0.0,1.0,318.0,0.0,116.0,12.0
2463,449.0,59.0,20.0,87.0,1440.0,126.0,824.0,250.0,0.0,15.0,1.0,0.0,69.0,0.0,0.0,0.0,227.0
2466,448.0,59.0,20.0,86.0,1418.0,126.0,824.0,236.0,0.0,15.0,1.0,0.0,69.0,0.0,0.0,0.0,227.0
2471,3.0,0.0,0.0,26.0,263.0,1.0,127.0,927.0,27.0,76.0,1.0,3.0,0.0,10.0,1.0,0.0,0.0
2472,380.0,150.0,21.0,0.0,567.0,12.0,1221.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0
2473,0.0,16.0,378.0,68.0,2176.0,36.0,429.0,1303.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
2476,3.0,0.0,0.0,26.0,263.0,1.0,127.0,927.0,27.0,76.0,1.0,3.0,0.0,10.0,1.0,0.0,0.0
2477,380.0,150.0,21.0,0.0,567.0,12.0,1221.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0
2478,0.0,16.0,378.0,68.0,2170.0,36.0,429.0,1304.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
2480,2.0,47.0,90.0,1353.0,1160.0,117.0,653.0,372.0,0.0,65.0,0.0,0.0,0.0,232.0,0.0,0.0,9.0
2481,132.0,187.0,11.0,243.0,298.0,128.0,1013.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,63.0,15.0,59.0,27.0,621.0,49.0,200.0,613.0,684.0,1615.0,46.0,0.0,0.0,1068.0,8.0,53.0,6.0
2483,592.0,65.0,90.0,1093.0,939.0,314.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
2486,105.0,8.0,25.0,12.0,361.0,51.0,360.0,428.0,2.0,120.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0
2487,1014.0,194.0,0.0,0.0,465.0,114.0,1056.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,14.0
2488,65.0,10.0,6.0,12.0,680.0,24.0,181.0,2677.0,28.0,349.0,6.0,0.0,8.0,86.0,0.0,2.0,2.0
2490,105.0,8.0,25.0,12.0,361.0,51.0,360.0,428.0,2.0,120.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0
2491,1014.0,194.0,0.0,0.0,465.0,114.0,1056.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,14.0
2492,65.0,10.0,6.0,12.0,680.0,24.0,181.0,2677.0,28.0,349.0,6.0,0.0,8.0,86.0,0.0,2.0,2.0
2494,11.0,63.0,56.0,200.0,241.0,93.0,504.0,1398.0,0.0,0.0,48.0,0.0,396.0,21.0,0.0,0.0,77.0
2497,61.0,24.0,80.0,100.0,1724.0,70.0,261.0,1436.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,32.0,10.0,6.0,7.0,233.0,8.0,263.0,373.0,95.0,810.0,5.0,2.0,0.0,53.0,295.0,214.0,0.0
2502,18.0,0.0,21.0,163.0,306.0,46.0,194.0,3037.0,0.0,123.0,4.0,0.0,1.0,265.0,0.0,12.0,4.0
2504,2.0,23.0,107.0,0.0,2809.0,196.0,1858.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
2505,29.0,43.0,267.0,0.0,1393.0,5.0,353.0,167.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2506,0.0,279.0,0.0,0.0,107.0,113.0,2173.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2507,0.0,13.0,0.0,0.0,808.0,103.0,2606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
2509,23.0,11.0,31.0,237.0,1584.0,142.0,562.0,736.0,1.0,114.0,0.0,0.0,473.0,88.0,0.0,0.0,28.0
2510,10.0,14.0,22.0,1.0,582.0,68.0,244.0,364.0,9.0,120.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
2512,114.0,34.0,18.0,0.0,876.0,83.0,496.0,1172.0,0.0,22.0,7.0,2.0,887.0,26.0,0.0,0.0,17.0
2514,10.0,14.0,22.0,1.0,582.0,68.0,244.0,364.0,9.0,120.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
2516,114.0,34.0,18.0,0.0,876.0,83.0,496.0,1172.0,0.0,22.0,7.0,2.0,887.0,26.0,0.0,0.0,17.0
2521,1247.0,100.0,14.0,48.0,2662.0,358.0,1086.0,693.0,0.0,131.0,0.0,0.0,791.0,87.0,0.0,0.0,114.0
2522,78.0,219.0,6.0,0.0,875.0,248.0,2948.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2523,9.0,60.0,50.0,290.0,3718.0,95.0,579.0,1383.0,4.0,93.0,2.0,0.0,6.0,29.0,3.0,3.0,44.0
2527,59.0,158.0,77.0,0.0,1081.0,207.0,1045.0,113.0,0.0,9.0,3.0,9.0,54.0,0.0,0.0,0.0,8.0
2528,79.0,0.0,49.0,19.0,485.0,20.0,167.0,217.0,8.0,276.0,9.0,4.0,0.0,265.0,0.0,5.0,0.0
2529,10.0,1.0,2.0,21.0,1247.0,161.0,624.0,510.0,0.0,6.0,3.0,0.0,90.0,6.0,0.0,0.0,34.0
2530,92.0,7.0,59.0,5.0,1360.0,157.0,569.0,2800.0,5.0,178.0,8.0,0.0,0.0,147.0,6.0,38.0,24.0
2531,563.0,1.0,147.0,166.0,546.0,2.0,39.0,2391.0,7.0,2384.0,9.0,6.0,36.0,1122.0,4.0,610.0,0.0
2532,92.0,7.0,59.0,5.0,1360.0,157.0,569.0,2800.0,5.0,178.0,8.0,0.0,0.0,147.0,6.0,38.0,24.0
2533,563.0,1.0,147.0,166.0,546.0,2.0,39.0,2391.0,7.0,2384.0,9.0,6.0,36.0,1122.0,4.0,610.0,0.0
2537,0.0,0.0,13.0,0.0,681.0,67.0,527.0,29.0,0.0,6.0,0.0,0.0,981.0,30.0,0.0,7.0,13.0
2538,71.0,0.0,24.0,0.0,650.0,30.0,200.0,293.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0
2540,0.0,2.0,430.0,0.0,550.0,36.0,235.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2542,166.0,18.0,72.0,23.0,1777.0,102.0,603.0,2400.0,5.0,50.0,179.0,1.0,25.0,31.0,10.0,30.0,1.0
2550,59.0,4.0,106.0,58.0,833.0,16.0,86.0,646.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2555,163.0,6.0,0.0,11.0,84.0,11.0,365.0,517.0,7.0,71.0,5.0,0.0,11.0,38.0,8.0,198.0,0.0
2556,8.0,145.0,223.0,0.0,750.0,37.0,273.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2557,88.0,22.0,92.0,5.0,1043.0,146.0,754.0,2399.0,16.0,295.0,12.0,0.0,76.0,974.0,0.0,27.0,1.0
2560,14.0,1.0,68.0,32.0,452.0,21.0,125.0,845.0,51.0,353.0,9.0,10.0,0.0,260.0,0.0,24.0,4.0
2562,61.0,9.0,109.0,1095.0,1431.0,173.0,380.0,796.0,0.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,13.0
2564,16.0,12.0,79.0,11.0,1104.0,27.0,180.0,631.0,17.0,75.0,6.0,0.0,0.0,23.0,0.0,3.0,2.0
2566,113.0,0.0,41.0,9.0,656.0,32.0,223.0,2090.0,0.0,116.0,16.0,2.0,11.0,144.0,0.0,0.0,0.0
2567,0.0,160.0,99.0,102.0,1530.0,204.0,454.0,15.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,12.0
2568,1.0,0.0,102.0,0.0,1124.0,50.0,293.0,2309.0,0.0,0.0,0.0,0.0,95.0,12.0,0.0,12.0,13.0
2570,210.0,109.0,76.0,394.0,265.0,129.0,169.0,1712.0,0.0,72.0,4.0,29.0,436.0,1938.0,2.0,378.0,41.0
2571,288.0,4.0,176.0,412.0,236.0,32.0,227.0,662.0,58.0,154.0,8.0,41.0,38.0,94.0,12.0,917.0,2.0
2572,127.0,0.0,61.0,120.0,181.0,2.0,5.0,490.0,0.0,93.0,0.0,6.0,724.0,747.0,19.0,54.0,0.0
2573,1043.0,106.0,206.0,1524.0,761.0,95.0,120.0,86.0,0.0,3.0,0.0,24.0,678.0,61.0,0.0,2.0,45.0
2575,14.0,0.0,14.0,5.0,147.0,1.0,114.0,427.0,3.0,44.0,3.0,0.0,0.0,855.0,3.0,6.0,3.0
2576,0.0,55.0,29.0,8.0,920.0,148.0,625.0,130.0,0.0,8.0,0.0,0.0,423.0,0.0,0.0,0.0,21.0
2581,142.0,30.0,88.0,6.0,221.0,36.0,198.0,461.0,0.0,56.0,4.0,0.0,1536.0,212.0,0.0,41.0,0.0
2582,14.0,4.0,10.0,0.0,407.0,40.0,80.0,4037.0,0.0,3.0,6.0,0.0,0.0,21.0,0.0,0.0,6.0
2586,5.0,5.0,28.0,149.0,1295.0,68.0,193.0,1516.0,402.0,323.0,6.0,0.0,212.0,13.0,102.0,4.0,6.0
2588,7.0,1.0,43.0,25.0,1017.0,9.0,122.0,1233.0,4.0,681.0,0.0,0.0,0.0,143.0,14.0,11.0,0.0
2590,449.0,64.0,10.0,0.0,116.0,60.0,447.0,799.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2591,0.0,6.0,14.0,0.0,596.0,2.0,31.0,1640.0,4.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0
2593,29.0,254.0,34.0,3.0,1292.0,60.0,800.0,1901.0,0.0,63.0,2.0,0.0,54.0,112.0,0.0,0.0,2.0
2594,26.0,6.0,83.0,36.0,537.0,0.0,100.0,1910.0,0.0,269.0,16.0,0.0,0.0,3.0,0.0,20.0,0.0
2595,49.0,10.0,75.0,0.0,705.0,138.0,393.0,89.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,0.0,42.0,101.0,0.0,2407.0,6.0,787.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0
2603,7.0,88.0,72.0,14.0,1646.0,133.0,969.0,65.0,0.0,15.0,0.0,1.0,0.0,5.0,9.0,0.0,250.0
2607,4.0,15.0,163.0,11.0,853.0,24.0,75.0,2771.0,26.0,338.0,28.0,3.0,3.0,47.0,1.0,32.0,11.0
2608,1.0,43.0,5.0,14.0,841.0,133.0,1200.0,6.0,0.0,18.0,0.0,0.0,1825.0,0.0,0.0,0.0,9.0
2611,50.0,20.0,97.0,21.0,799.0,1.0,164.0,339.0,18.0,362.0,1.0,0.0,0.0,187.0,6.0,4.0,0.0
2614,50.0,20.0,97.0,21.0,799.0,1.0,164.0,339.0,18.0,362.0,1.0,0.0,0.0,187.0,6.0,4.0,0.0
2618,8.0,2.0,35.0,30.0,978.0,2.0,518.0,1024.0,1.0,131.0,0.0,4.0,1.0,823.0,0.0,0.0,0.0
2619,0.0,80.0,16.0,0.0,234.0,265.0,844.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,27.0
2620,0.0,0.0,4.0,0.0,1269.0,54.0,28.0,911.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0
2621,46.0,120.0,124.0,1378.0,1983.0,240.0,854.0,201.0,0.0,0.0,0.0,0.0,931.0,150.0,0.0,0.0,169.0
2622,55.0,21.0,152.0,395.0,861.0,8.0,147.0,437.0,0.0,208.0,0.0,0.0,0.0,4222.0,0.0,186.0,8.0
2626,0.0,97.0,70.0,83.0,1891.0,190.0,993.0,1263.0,0.0,226.0,35.0,0.0,2785.0,25.0,0.0,0.0,12.0
2627,59.0,0.0,6.0,46.0,531.0,10.0,71.0,384.0,123.0,350.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2628,29.0,21.0,32.0,7.0,974.0,77.0,345.0,27.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2629,239.0,12.0,29.0,123.0,2534.0,42.0,485.0,1054.0,169.0,142.0,3.0,2.0,410.0,91.0,16.0,177.0,6.0
2632,3.0,6.0,20.0,0.0,1122.0,79.0,525.0,285.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2633,7.0,0.0,63.0,12.0,525.0,12.0,80.0,741.0,0.0,53.0,0.0,0.0,195.0,308.0,0.0,0.0,1.0
2659,0.0,1.0,0.0,0.0,566.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,0.0,96.0,24.0,0.0,1608.0,406.0,724.0,490.0,0.0,3.0,0.0,0.0,0.0,81.0,0.0,0.0,24.0
2678,94.0,7.0,52.0,0.0,510.0,53.0,133.0,2051.0,3.0,23.0,34.0,0.0,0.0,405.0,0.0,0.0,5.0
